
X0 0; Y0 0; Smax 10000; p 0.050000; temps moyen 0.000000 p' 1.000000
X0 5; Y0 2; Smax 10000000; p 0.750000; temps moyen 332047.864581 p' 0.529941
X0 5; Y0 2; Smax 10000000; p 0.850000; temps moyen 305834.027693 p' 0.173262
X0 5; Y0 2; Smax 10000000; p 0.950000; temps moyen 135962.812563 p' 0.025703
X0 5; Y0 5; Smax 10000000; p 0.050000; temps moyen 13210.571387 p' 0.930872
X0 5; Y0 5; Smax 10000000; p 0.150000; temps moyen 13336.503342 p' 0.922324
X0 5; Y0 5; Smax 10000000; p 0.250000; temps moyen 14329.860862 p' 0.913457
X0 5; Y0 5; Smax 10000000; p 0.350000; temps moyen 13323.256947 p' 0.905488
X0 5; Y0 5; Smax 10000000; p 0.450000; temps moyen 12786.815827 p' 0.891621
X0 5; Y0 5; Smax 10000000; p 0.550000; temps moyen 16574.038684 p' 0.868424
X0 5; Y0 5; Smax 10000000; p 0.650000; temps moyen 99556.259433 p' 0.806094
X0 5; Y0 5; Smax 10000000; p 0.750000; temps moyen 417989.078691 p' 0.495078
X0 5; Y0 5; Smax 10000000; p 0.850000; temps moyen 307296.242886 p' 0.155573
X0 5; Y0 5; Smax 10000000; p 0.950000; temps moyen 132353.706772 p' 0.019805
X0 5; Y0 10; Smax 10000000; p 0.050000; temps moyen 14945.756424 p' 0.926354
X0 5; Y0 10; Smax 10000000; p 0.150000; temps moyen 13258.082622 p' 0.921061
X0 5; Y0 10; Smax 10000000; p 0.250000; temps moyen 14628.260750 p' 0.910286
X0 5; Y0 10; Smax 10000000; p 0.350000; temps moyen 14082.284875 p' 0.905072
X0 5; Y0 10; Smax 10000000; p 0.450000; temps moyen 13785.871387 p' 0.894154
X0 5; Y0 10; Smax 10000000; p 0.550000; temps moyen 18872.986989 p' 0.866628
X0 5; Y0 10; Smax 10000000; p 0.650000; temps moyen 172976.079901 p' 0.798757
X0 5; Y0 10; Smax 10000000; p 0.750000; temps moyen 502173.783478 p' 0.437402
X0 5; Y0 10; Smax 10000000; p 0.850000; temps moyen 524381.364855 p' 0.128262
X0 5; Y0 10; Smax 10000000; p 0.950000; temps moyen 183285.726923 p' 0.013542
X0 10; Y0 0; Smax 10000000; p 0.050000; temps moyen 3562.609352 p' 0.984609
X0 10; Y0 0; Smax 10000000; p 0.150000; temps moyen 7055.528444 p' 0.960859
X0 10; Y0 0; Smax 10000000; p 0.250000; temps moyen 9175.158553 p' 0.940840
X0 10; Y0 0; Smax 10000000; p 0.350000; temps moyen 11146.894023 p' 0.921673
X0 10; Y0 0; Smax 10000000; p 0.450000; temps moyen 11880.789649 p' 0.895605
X0 10; Y0 0; Smax 10000000; p 0.550000; temps moyen 16421.432482 p' 0.866712
X0 10; Y0 0; Smax 10000000; p 0.650000; temps moyen 137838.629915 p' 0.802357
X0 10; Y0 0; Smax 10000000; p 0.750000; temps moyen 538554.536858 p' 0.456868
X0 10; Y0 0; Smax 10000000; p 0.850000; temps moyen 611807.301727 p' 0.127025
X0 10; Y0 0; Smax 10000000; p 0.950000; temps moyen 132700.555754 p' 0.010918
X0 10; Y0 1; Smax 10000000; p 0.050000; temps moyen 13147.986411 p' 0.935208
X0 10; Y0 1; Smax 10000000; p 0.150000; temps moyen 12654.981999 p' 0.930918
X0 10; Y0 1; Smax 10000000; p 0.250000; temps moyen 12832.058109 p' 0.919043
X0 10; Y0 1; Smax 10000000; p 0.350000; temps moyen 11898.941384 p' 0.909427
X0 10; Y0 1; Smax 10000000; p 0.450000; temps moyen 12480.582226 p' 0.893470
X0 10; Y0 1; Smax 10000000; p 0.550000; temps moyen 17038.802708 p' 0.865827
X0 10; Y0 1; Smax 10000000; p 0.650000; temps moyen 137714.728338 p' 0.801393
X0 10; Y0 1; Smax 10000000; p 0.750000; temps moyen 514604.731795 p' 0.453099
X0 10; Y0 1; Smax 10000000; p 0.850000; temps moyen 548483.028392 p' 0.129329
X0 10; Y0 1; Smax 10000000; p 0.950000; temps moyen 139497.615630 p' 0.012246
X0 10; Y0 2; Smax 10000000; p 0.050000; temps moyen 14027.043674 p' 0.927064
X0 10; Y0 2; Smax 10000000; p 0.150000; temps moyen 12979.231823 p' 0.920469
X0 10; Y0 2; Smax 10000000; p 0.250000; temps moyen 13066.582191 p' 0.912031
X0 10; Y0 2; Smax 10000000; p 0.350000; temps moyen 15028.475656 p' 0.908066
X0 10; Y0 2; Smax 10000000; p 0.450000; temps moyen 13075.305720 p' 0.893255
X0 10; Y0 2; Smax 10000000; p 0.550000; temps moyen 16917.384693 p' 0.866712
X0 10; Y0 2; Smax 10000000; p 0.650000; temps moyen 139297.114171 p' 0.803346
X0 10; Y0 2; Smax 10000000; p 0.750000; temps moyen 466097.135074 p' 0.452637
X0 10; Y0 2; Smax 10000000; p 0.850000; temps moyen 536174.818763 p' 0.131439
X0 10; Y0 2; Smax 10000000; p 0.950000; temps moyen 164758.258065 p' 0.012715
X0 10; Y0 5; Smax 10000000; p 0.050000; temps moyen 13851.221607 p' 0.926999
X0 10; Y0 5; Smax 10000000; p 0.150000; temps moyen 14642.701296 p' 0.921081
X0 10; Y0 5; Smax 10000000; p 0.250000; temps moyen 14249.166398 p' 0.912487
X0 10; Y0 5; Smax 10000000; p 0.350000; temps moyen 14432.862896 p' 0.908490
X0 10; Y0 5; Smax 10000000; p 0.450000; temps moyen 14255.527945 p' 0.891947
X0 10; Y0 5; Smax 10000000; p 0.550000; temps moyen 18487.727800 p' 0.868861
X0 10; Y0 5; Smax 10000000; p 0.650000; temps moyen 142665.033336 p' 0.798757
X0 10; Y0 5; Smax 10000000; p 0.750000; temps moyen 440980.161118 p' 0.451758
X0 10; Y0 5; Smax 10000000; p 0.850000; temps moyen 551783.381923 p' 0.130951
X0 10; Y0 5; Smax 10000000; p 0.950000; temps moyen 147158.548523 p' 0.012344
X0 10; Y0 10; Smax 10000000; p 0.050000; temps moyen 13266.280305 p' 0.924310
X0 10; Y0 10; Smax 10000000; p 0.150000; temps moyen 13972.047698 p' 0.919408
X0 10; Y0 10; Smax 10000000; p 0.250000; temps moyen 15830.765083 p' 0.910645
X0 10; Y0 10; Smax 10000000; p 0.350000; temps moyen 12777.611230 p' 0.903691
X0 10; Y0 10; Smax 10000000; p 0.450000; temps moyen 14189.955256 p' 0.893678
X0 10; Y0 10; Smax 10000000; p 0.550000; temps moyen 20953.036955 p' 0.869395
X0 10; Y0 10; Smax 10000000; p 0.650000; temps moyen 229909.167195 p' 0.793034
X0 10; Y0 10; Smax 10000000; p 0.750000; temps moyen 535454.516321 p' 0.411061
X0 10; Y0 10; Smax 10000000; p 0.850000; temps moyen 637572.421781 p' 0.117650
X0 10; Y0 10; Smax 10000000; p 0.950000; temps moyen 141493.085915 p' 0.011139
X0 0; Y0 0; Smax 100000000; p 0.050000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 100000000; p 0.150000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 100000000; p 0.250000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 100000000; p 0.350000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 100000000; p 0.450000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 100000000; p 0.550000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 100000000; p 0.650000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 100000000; p 0.750000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 100000000; p 0.850000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 0; Smax 100000000; p 0.950000; temps moyen 0.000000 p' 1.000000
X0 0; Y0 1; Smax 100000000; p 0.050000; temps moyen 1319.471139 p' 0.987135
X0 0; Y0 1; Smax 100000000; p 0.150000; temps moyen 5939.048332 p' 0.959349
X0 0; Y0 1; Smax 100000000; p 0.250000; temps moyen 10173.594777 p' 0.949629
X0 0; Y0 1; Smax 100000000; p 0.350000; temps moyen 11173.461147 p' 0.944063
X0 0; Y0 1; Smax 100000000; p 0.450000; temps moyen 15454.358962 p' 0.921966
X0 0; Y0 1; Smax 100000000; p 0.550000; temps moyen 19165.815954 p' 0.889616
X0 0; Y0 1; Smax 100000000; p 0.650000; temps moyen 41251.600191 p' 0.852376
X0 0; Y0 1; Smax 100000000; p 0.750000; temps moyen 963295.531036 p' 0.757168
X0 0; Y0 1; Smax 100000000; p 0.850000; temps moyen 802572.546636 p' 0.445254
X0 0; Y0 1; Smax 100000000; p 0.950000; temps moyen 642084.808466 p' 0.128893
X0 0; Y0 2; Smax 100000000; p 0.050000; temps moyen 3765.694346 p' 0.988913
X0 0; Y0 2; Smax 100000000; p 0.150000; temps moyen 10805.964185 p' 0.976146
X0 0; Y0 2; Smax 100000000; p 0.250000; temps moyen 14271.535498 p' 0.956445
X0 0; Y0 2; Smax 100000000; p 0.350000; temps moyen 15629.304172 p' 0.931875
X0 0; Y0 2; Smax 100000000; p 0.450000; temps moyen 17780.660741 p' 0.903835
X0 0; Y0 2; Smax 100000000; p 0.550000; temps moyen 24351.453489 p' 0.871914
X0 0; Y0 2; Smax 100000000; p 0.650000; temps moyen 58114.051185 p' 0.829811
X0 0; Y0 2; Smax 100000000; p 0.750000; temps moyen 915173.934415 p' 0.654766

X0 1; Y0 0; Smax 10; p 0.250000; temps moyen 1.370984 p' 0.926836
X0 1; Y0 0; Smax 100; p 0.250000; temps moyen 2.059307 p' 0.957129
X0 1; Y0 0; Smax 1000; p 0.250000; temps moyen 2.117784 p' 0.958148
X0 1; Y0 0; Smax 10000; p 0.250000; temps moyen 2.116690 p' 0.957005
X0 1; Y0 0; Smax 100000; p 0.250000; temps moyen 64.746927 p' 0.962773
X0 1; Y0 0; Smax 10; p 0.750000; temps moyen 2.380433 p' 0.406113
X0 1; Y0 0; Smax 100; p 0.750000; temps moyen 10.044558 p' 0.521104
X0 1; Y0 0; Smax 1000; p 0.750000; temps moyen 47.350340 p' 0.573587
X0 1; Y0 0; Smax 10000; p 0.750000; temps moyen 275.603838 p' 0.601803
X0 1; Y0 0; Smax 100000; p 0.750000; temps moyen 2951.577356 p' 0.645882
X0 2; Y0 0; Smax 10; p 0.250000; temps moyen 2.957263 p' 0.845550
X0 2; Y0 0; Smax 100; p 0.250000; temps moyen 5.370851 p' 0.948620
X0 2; Y0 0; Smax 1000; p 0.250000; temps moyen 5.629908 p' 0.949300
X0 2; Y0 0; Smax 10000; p 0.250000; temps moyen 5.603618 p' 0.951296
X0 2; Y0 0; Smax 100000; p 0.250000; temps moyen 120.093426 p' 0.957201
X0 2; Y0 0; Smax 10; p 0.750000; temps moyen 4.136444 p' 0.157936
X0 2; Y0 0; Smax 100; p 0.750000; temps moyen 19.737432 p' 0.326354
X0 2; Y0 0; Smax 1000; p 0.750000; temps moyen 92.830198 p' 0.413548
X0 2; Y0 0; Smax 10000; p 0.750000; temps moyen 496.270544 p' 0.457845
X0 2; Y0 0; Smax 100000; p 0.750000; temps moyen 4398.026247 p' 0.510970
X0 3; Y0 0; Smax 10; p 0.250000; temps moyen 4.426288 p' 0.761602
X0 3; Y0 0; Smax 100; p 0.250000; temps moyen 8.562553 p' 0.936452
X0 3; Y0 0; Smax 1000; p 0.250000; temps moyen 9.806777 p' 0.941608
X0 3; Y0 0; Smax 10000; p 0.250000; temps moyen 9.854543 p' 0.945163
X0 3; Y0 0; Smax 100000; p 0.250000; temps moyen 141.325138 p' 0.953581
X0 3; Y0 0; Smax 10; p 0.750000; temps moyen 5.939350 p' 0.066875
X0 3; Y0 0; Smax 100; p 0.750000; temps moyen 28.955483 p' 0.225658
X0 3; Y0 0; Smax 1000; p 0.750000; temps moyen 133.810857 p' 0.327288
X0 3; Y0 0; Smax 10000; p 0.750000; temps moyen 682.759112 p' 0.378213
X0 3; Y0 0; Smax 100000; p 0.750000; temps moyen 5605.485669 p' 0.445544
X0 4; Y0 0; Smax 10; p 0.250000; temps moyen 5.286451 p' 0.607549
X0 4; Y0 0; Smax 100; p 0.250000; temps moyen 11.580759 p' 0.925811
X0 4; Y0 0; Smax 1000; p 0.250000; temps moyen 14.369574 p' 0.934951
X0 4; Y0 0; Smax 10000; p 0.250000; temps moyen 14.440632 p' 0.934736
X0 4; Y0 0; Smax 100000; p 0.250000; temps moyen 173.002259 p' 0.946885
X0 4; Y0 0; Smax 10; p 0.750000; temps moyen 6.302300 p' 0.020804
X0 4; Y0 0; Smax 100; p 0.750000; temps moyen 35.836191 p' 0.161956
X0 4; Y0 0; Smax 1000; p 0.750000; temps moyen 170.724018 p' 0.270589
X0 4; Y0 0; Smax 10000; p 0.750000; temps moyen 873.419543 p' 0.330166
X0 4; Y0 0; Smax 100000; p 0.750000; temps moyen 7090.694725 p' 0.403271
X0 5; Y0 0; Smax 10; p 0.250000; temps moyen 6.483179 p' 0.523268
X0 5; Y0 0; Smax 100; p 0.250000; temps moyen 14.598391 p' 0.913724
X0 5; Y0 0; Smax 1000; p 0.250000; temps moyen 19.719029 p' 0.931432
X0 5; Y0 0; Smax 10000; p 0.250000; temps moyen 19.624664 p' 0.931917
X0 5; Y0 0; Smax 100000; p 0.250000; temps moyen 167.460876 p' 0.945042
X0 5; Y0 0; Smax 10; p 0.750000; temps moyen 7.544283 p' 0.008086
X0 5; Y0 0; Smax 100; p 0.750000; temps moyen 43.365468 p' 0.118249
X0 5; Y0 0; Smax 1000; p 0.750000; temps moyen 200.598804 p' 0.230723
X0 5; Y0 0; Smax 10000; p 0.750000; temps moyen 992.089299 p' 0.292936
X0 5; Y0 0; Smax 100000; p 0.750000; temps moyen 8211.313825 p' 0.369163
X0 6; Y0 0; Smax 10; p 0.250000; temps moyen 6.911394 p' 0.337181
X0 6; Y0 0; Smax 100; p 0.250000; temps moyen 17.491814 p' 0.898275
X0 6; Y0 0; Smax 1000; p 0.250000; temps moyen 25.742111 p' 0.930811
X0 6; Y0 0; Smax 10000; p 0.250000; temps moyen 25.745256 p' 0.929958
X0 6; Y0 0; Smax 100000; p 0.250000; temps moyen 206.654632 p' 0.944342
X0 6; Y0 0; Smax 10; p 0.750000; temps moyen 7.296804 p' 0.001426
X0 6; Y0 0; Smax 100; p 0.750000; temps moyen 48.625197 p' 0.084827
X0 6; Y0 0; Smax 1000; p 0.750000; temps moyen 231.845563 p' 0.200788
X0 6; Y0 0; Smax 10000; p 0.750000; temps moyen 1177.446210 p' 0.266969
X0 6; Y0 0; Smax 100000; p 0.750000; temps moyen 8789.963410 p' 0.345358
X0 7; Y0 0; Smax 10; p 0.250000; temps moyen 7.980387 p' 0.273854
X0 7; Y0 0; Smax 100; p 0.250000; temps moyen 20.450912 p' 0.881338
X0 7; Y0 0; Smax 1000; p 0.250000; temps moyen 32.438667 p' 0.927852
X0 7; Y0 0; Smax 10000; p 0.250000; temps moyen 32.375450 p' 0.929857
X0 7; Y0 0; Smax 100000; p 0.250000; temps moyen 203.776900 p' 0.943747
X0 7; Y0 0; Smax 10; p 0.750000; temps moyen 8.183099 p' 0.000462
X0 7; Y0 0; Smax 100; p 0.750000; temps moyen 53.607519 p' 0.061126
X0 7; Y0 0; Smax 1000; p 0.750000; temps moyen 265.032183 p' 0.175592
X0 7; Y0 0; Smax 10000; p 0.750000; temps moyen 1322.065931 p' 0.244248
X0 7; Y0 0; Smax 100000; p 0.750000; temps moyen 9293.659269 p' 0.325348
X0 8; Y0 0; Smax 10; p 0.250000; temps moyen 8.000000 p' 0.105199
X0 8; Y0 0; Smax 100; p 0.250000; temps moyen 23.102317 p' 0.862507
X0 8; Y0 0; Smax 1000; p 0.250000; temps moyen 39.408529 p' 0.928620
X0 8; Y0 0; Smax 10000; p 0.250000; temps moyen 39.604487 p' 0.926836
X0 8; Y0 0; Smax 100000; p 0.250000; temps moyen 220.739374 p' 0.941331
X0 8; Y0 0; Smax 10; p 0.750000; temps moyen 8.000000 p' 0.000007
X0 8; Y0 0; Smax 100; p 0.750000; temps moyen 57.221580 p' 0.043382
X0 8; Y0 0; Smax 1000; p 0.750000; temps moyen 288.718176 p' 0.153483
X0 8; Y0 0; Smax 10000; p 0.750000; temps moyen 1403.795484 p' 0.223883
X0 8; Y0 0; Smax 100000; p 0.750000; temps moyen 9803.119309 p' 0.306615
X0 9; Y0 0; Smax 10; p 0.250000; temps moyen 9.000000 p' 0.079046
X0 9; Y0 0; Smax 100; p 0.250000; temps moyen 25.921513 p' 0.843424
X0 9; Y0 0; Smax 1000; p 0.250000; temps moyen 47.468258 p' 0.926820
X0 9; Y0 0; Smax 10000; p 0.250000; temps moyen 47.946867 p' 0.926273
X0 9; Y0 0; Smax 100000; p 0.250000; temps moyen 240.392646 p' 0.941016
X0 9; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 9; Y0 0; Smax 100; p 0.750000; temps moyen 61.000000 p' 0.031413
X0 9; Y0 0; Smax 1000; p 0.750000; temps moyen 310.519742 p' 0.137187
X0 9; Y0 0; Smax 10000; p 0.750000; temps moyen 1484.226028 p' 0.208408
X0 9; Y0 0; Smax 100000; p 0.750000; temps moyen 10479.100480 p' 0.291699
X0 10; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 10; Y0 0; Smax 100; p 0.250000; temps moyen 28.350359 p' 0.820716
X0 10; Y0 0; Smax 1000; p 0.250000; temps moyen 56.180965 p' 0.926709
X0 10; Y0 0; Smax 10000; p 0.250000; temps moyen 55.779912 p' 0.924909
X0 10; Y0 0; Smax 100000; p 0.250000; temps moyen 224.013203 p' 0.940335
X0 10; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 10; Y0 0; Smax 100; p 0.750000; temps moyen 63.813277 p' 0.021722
X0 10; Y0 0; Smax 1000; p 0.750000; temps moyen 334.675267 p' 0.122376
X0 10; Y0 0; Smax 10000; p 0.750000; temps moyen 1646.947131 p' 0.195059
X0 10; Y0 0; Smax 100000; p 0.750000; temps moyen 10932.703704 p' 0.283063
X0 11; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 11; Y0 0; Smax 100; p 0.250000; temps moyen 31.058996 p' 0.800944
X0 11; Y0 0; Smax 1000; p 0.250000; temps moyen 64.358822 p' 0.926009
X0 11; Y0 0; Smax 10000; p 0.250000; temps moyen 65.318963 p' 0.924811
X0 11; Y0 0; Smax 100000; p 0.250000; temps moyen 237.340859 p' 0.939453
X0 11; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 11; Y0 0; Smax 100; p 0.750000; temps moyen 67.898028 p' 0.015355
X0 11; Y0 0; Smax 1000; p 0.750000; temps moyen 362.117661 p' 0.110111
X0 11; Y0 0; Smax 10000; p 0.750000; temps moyen 1788.870232 p' 0.182868
X0 11; Y0 0; Smax 100000; p 0.750000; temps moyen 11391.425013 p' 0.267516
X0 12; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 12; Y0 0; Smax 100; p 0.250000; temps moyen 33.295616 p' 0.775824
X0 12; Y0 0; Smax 1000; p 0.250000; temps moyen 71.917630 p' 0.922223
X0 12; Y0 0; Smax 10000; p 0.250000; temps moyen 75.884632 p' 0.924687
X0 12; Y0 0; Smax 100000; p 0.250000; temps moyen 249.833250 p' 0.940778
X0 12; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 12; Y0 0; Smax 100; p 0.750000; temps moyen 69.822382 p' 0.010850
X0 12; Y0 0; Smax 1000; p 0.750000; temps moyen 394.319872 p' 0.099792
X0 12; Y0 0; Smax 10000; p 0.750000; temps moyen 1927.062448 p' 0.173685
X0 12; Y0 0; Smax 100000; p 0.750000; temps moyen 11916.551901 p' 0.255426
X0 13; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 13; Y0 0; Smax 100; p 0.250000; temps moyen 35.802665 p' 0.753893
X0 13; Y0 0; Smax 1000; p 0.250000; temps moyen 79.248703 p' 0.919535
X0 13; Y0 0; Smax 10000; p 0.250000; temps moyen 86.201575 p' 0.924102
X0 13; Y0 0; Smax 100000; p 0.250000; temps moyen 259.826253 p' 0.938584
X0 13; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 13; Y0 0; Smax 100; p 0.750000; temps moyen 72.427313 p' 0.007389
X0 13; Y0 0; Smax 1000; p 0.750000; temps moyen 419.796444 p' 0.090801
X0 13; Y0 0; Smax 10000; p 0.750000; temps moyen 2048.110352 p' 0.163952
X0 13; Y0 0; Smax 100000; p 0.750000; temps moyen 12463.784075 p' 0.247995
X0 14; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 14; Y0 0; Smax 100; p 0.250000; temps moyen 37.978021 p' 0.728369
X0 14; Y0 0; Smax 1000; p 0.250000; temps moyen 86.229991 p' 0.915400
X0 14; Y0 0; Smax 10000; p 0.250000; temps moyen 96.217015 p' 0.922227
X0 14; Y0 0; Smax 100000; p 0.250000; temps moyen 282.378654 p' 0.940866
X0 14; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 14; Y0 0; Smax 100; p 0.750000; temps moyen 74.157143 p' 0.005013
X0 14; Y0 0; Smax 1000; p 0.750000; temps moyen 448.340380 p' 0.081309
X0 14; Y0 0; Smax 10000; p 0.750000; temps moyen 2121.225105 p' 0.153675
X0 14; Y0 0; Smax 100000; p 0.750000; temps moyen 12483.320272 p' 0.239085
X0 15; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 15; Y0 0; Smax 100; p 0.250000; temps moyen 40.350214 p' 0.705511
X0 15; Y0 0; Smax 1000; p 0.250000; temps moyen 93.214778 p' 0.914036
X0 15; Y0 0; Smax 10000; p 0.250000; temps moyen 110.950758 p' 0.922441
X0 15; Y0 0; Smax 100000; p 0.250000; temps moyen 359.526085 p' 0.944105
X0 15; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 15; Y0 0; Smax 100; p 0.750000; temps moyen 77.329225 p' 0.003698
X0 15; Y0 0; Smax 1000; p 0.750000; temps moyen 464.719806 p' 0.072611
X0 15; Y0 0; Smax 10000; p 0.750000; temps moyen 2208.733993 p' 0.145306
X0 15; Y0 0; Smax 100000; p 0.750000; temps moyen 13043.892019 p' 0.228568
X0 16; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 16; Y0 0; Smax 100; p 0.250000; temps moyen 42.315423 p' 0.678942
X0 16; Y0 0; Smax 1000; p 0.250000; temps moyen 99.963092 p' 0.912314
X0 16; Y0 0; Smax 10000; p 0.250000; temps moyen 122.034062 p' 0.922985
X0 16; Y0 0; Smax 100000; p 0.250000; temps moyen 247.702256 p' 0.939902
X0 16; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 16; Y0 0; Smax 100; p 0.750000; temps moyen 78.201133 p' 0.002298
X0 16; Y0 0; Smax 1000; p 0.750000; temps moyen 479.681453 p' 0.065238
X0 16; Y0 0; Smax 10000; p 0.750000; temps moyen 2282.094069 p' 0.139456
X0 16; Y0 0; Smax 100000; p 0.750000; temps moyen 13065.393622 p' 0.224147
X0 17; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 17; Y0 0; Smax 100; p 0.250000; temps moyen 44.606997 p' 0.655758
X0 17; Y0 0; Smax 1000; p 0.250000; temps moyen 107.197060 p' 0.909362
X0 17; Y0 0; Smax 10000; p 0.250000; temps moyen 135.815324 p' 0.920231
X0 17; Y0 0; Smax 100000; p 0.250000; temps moyen 260.399460 p' 0.936592
X0 17; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 17; Y0 0; Smax 100; p 0.750000; temps moyen 80.022774 p' 0.001572
X0 17; Y0 0; Smax 1000; p 0.750000; temps moyen 495.762809 p' 0.056927
X0 17; Y0 0; Smax 10000; p 0.750000; temps moyen 2374.154736 p' 0.131377
X0 17; Y0 0; Smax 100000; p 0.750000; temps moyen 13790.170563 p' 0.216826
X0 18; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 18; Y0 0; Smax 100; p 0.250000; temps moyen 46.410724 p' 0.626514
X0 18; Y0 0; Smax 1000; p 0.250000; temps moyen 114.216753 p' 0.906462
X0 18; Y0 0; Smax 10000; p 0.250000; temps moyen 149.352921 p' 0.921781
X0 18; Y0 0; Smax 100000; p 0.250000; temps moyen 276.980054 p' 0.935124
X0 18; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 18; Y0 0; Smax 100; p 0.750000; temps moyen 81.985348 p' 0.000889
X0 18; Y0 0; Smax 1000; p 0.750000; temps moyen 513.267024 p' 0.051579
X0 18; Y0 0; Smax 10000; p 0.750000; temps moyen 2451.997564 p' 0.125625
X0 18; Y0 0; Smax 100000; p 0.750000; temps moyen 14260.430512 p' 0.210641
X0 19; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 19; Y0 0; Smax 100; p 0.250000; temps moyen 48.663200 p' 0.605964
X0 19; Y0 0; Smax 1000; p 0.250000; temps moyen 121.957245 p' 0.903587
X0 19; Y0 0; Smax 10000; p 0.250000; temps moyen 163.735150 p' 0.920677
X0 19; Y0 0; Smax 100000; p 0.250000; temps moyen 362.436613 p' 0.938219
X0 19; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 19; Y0 0; Smax 100; p 0.750000; temps moyen 82.131313 p' 0.000645
X0 19; Y0 0; Smax 1000; p 0.750000; temps moyen 521.982701 p' 0.045163
X0 19; Y0 0; Smax 10000; p 0.750000; temps moyen 2514.189493 p' 0.119717
X0 19; Y0 0; Smax 100000; p 0.750000; temps moyen 14907.585451 p' 0.204548
X0 20; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 20; Y0 0; Smax 100; p 0.250000; temps moyen 50.263799 p' 0.577969
X0 20; Y0 0; Smax 1000; p 0.250000; temps moyen 129.006291 p' 0.898262
X0 20; Y0 0; Smax 10000; p 0.250000; temps moyen 178.866563 p' 0.921647
X0 20; Y0 0; Smax 100000; p 0.250000; temps moyen 333.051172 p' 0.939303
X0 20; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 20; Y0 0; Smax 100; p 0.750000; temps moyen 84.250000 p' 0.000339
X0 20; Y0 0; Smax 1000; p 0.750000; temps moyen 538.248882 p' 0.040023
X0 20; Y0 0; Smax 10000; p 0.750000; temps moyen 2608.532859 p' 0.115410
X0 20; Y0 0; Smax 100000; p 0.750000; temps moyen 15344.798147 p' 0.199600
X0 21; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 21; Y0 0; Smax 100; p 0.250000; temps moyen 52.368226 p' 0.554408
X0 21; Y0 0; Smax 1000; p 0.250000; temps moyen 136.095114 p' 0.893867
X0 21; Y0 0; Smax 10000; p 0.250000; temps moyen 196.875776 p' 0.920560
X0 21; Y0 0; Smax 100000; p 0.250000; temps moyen 341.520962 p' 0.935407
X0 21; Y0 0; Smax 10; p 0.750000; temps moyen -nan p' 0.000000
X0 21; Y0 0; Smax 100; p 0.750000; temps moyen 84.815385 p' 0.000212
X0 21; Y0 0; Smax 1000; p 0.750000; temps moyen 548.420691 p' 0.036468
X0 21; Y0 0; Smax 10000; p 0.750000; temps moyen 2723.688399 p' 0.111143
X0 21; Y0 0; Smax 100000; p 0.750000; temps moyen 16288.931808 p' 0.191611
X0 22; Y0 0; Smax 10; p 0.250000; temps moyen -nan p' 0.000000
X0 22; Y0 0; Smax 100; p 0.250000; temps moyen 54.017585 p' 0.529434
X0 22; Y0 0; Smax 1000; p 0.250000; temps moyen 143.405959 p' 0.889925
X0 22; Y0 0; Smax 10000; p 0.250000; temps moyen 210.022435 p' 0.921064
